company_id,company_name,parent_company,hq_country,hq_region,founded_year,maturity_class,ownership_type,sector,status,ceased_year,segment_primary,segment_secondary,modality_primary,unit_of_observation,temporal_granularity,spatial_scope,countries_claimed,domains_primary,domains_secondary,human_subjects,consent_model,access_model,microdata_access,evidence_level,notes
crc_credit_bureau,CRC Credit Bureau,NA,NGA,SSA,2008,established,private_independent,for_profit,active,NA,consumer_broker,b2b_firmographic,admin_records,individual,monthly,single_country,1,credit_risk|firmographic,NA,indirect,contractual_third_party,subscription,commercial_only,B,Licensed Nigerian credit bureau operating under the Central Bank framework
africa_check,Africa Check,NA,ZAF,SSA,2012,scaleup,nonprofit,nonprofit,active,NA,social_osint,NA,web_scrape,document,daily,multi_region,5,social_discourse|public_opinion,NA,indirect,public_record,open_free,open,B,Fact-checking organisation building a public claims and verdicts archive across five African countries
dubawa,Dubawa,Premium Times Centre for Investigative Journalism,NGA,SSA,2018,scaleup,nonprofit,nonprofit,active,NA,social_osint,NA,web_scrape,document,daily,multi_region,5,social_discourse,public_opinion,indirect,public_record,open_free,open,C,West African fact-checking project publishing a verified claims archive
ilara_health,Ilara Health,NA,KEN,SSA,2019,scaleup,private_vc,for_profit,active,NA,health_rwd,iot_telemetry,clinical_records,patient,daily,single_country,1,health_clinical,device_telemetry,indirect,contractual_third_party,subscription,none,B,Diagnostic devices and records software in Kenyan primary care clinics
jacaranda_health,Jacaranda Health,NA,KEN,SSA,2011,scaleup,nonprofit,nonprofit,active,NA,health_rwd,collection_software,mobile_app,patient,weekly,multi_region,3,health_clinical,NA,direct,explicit_consent,open_free,researcher_restricted,B,Maternal health SMS service generating a large consented patient interaction dataset
reelforge,Reelforge,NA,KEN,SSA,2011,scaleup,private_independent,for_profit,active,NA,audience_measurement,social_osint,device_passive,document,daily,multi_region,6,media_audience|social_discourse,NA,indirect,platform_terms,subscription,commercial_only,C,East African broadcast and digital media monitoring
prembly,Prembly,NA,NGA,SSA,2020,startup,private_vc,for_profit,active,NA,identity_biometric,b2b_firmographic,api_partner,individual,real_time,multi_region,8,identity_biometric,firmographic,direct,explicit_consent,api_license,none,C,Identity and compliance verification against African government registries
youverify,Youverify,NA,NGA,SSA,2017,scaleup,private_vc,for_profit,active,NA,identity_biometric,NA,api_partner,individual,real_time,multi_region,6,identity_biometric,NA,direct,explicit_consent,api_license,none,C,Address and identity verification with a physical field agent network
data_science_nigeria,Data Science Nigeria,NA,NGA,SSA,2016,scaleup,nonprofit,nonprofit,active,NA,ai_training_data,NA,crowd_task,document,episodic,single_country,1,ai_labels,education,none,platform_terms,open_free,open,B,Builds and releases Nigerian language and agricultural training datasets
icog_labs,iCog Labs,NA,ETH,SSA,2013,scaleup,private_independent,for_profit,active,NA,ai_training_data,NA,crowd_task,document,episodic,multi_region,4,ai_labels,NA,none,platform_terms,project_commission,commercial_only,C,Addis Ababa AI research and annotation company
lesan_ai,Lesan AI,NA,ETH,SSA,2020,startup,private_vc,for_profit,active,NA,ai_training_data,NA,crowd_task,document,episodic,single_country,1,ai_labels,NA,none,platform_terms,api_license,commercial_only,C,Builds Amharic and Tigrinya parallel corpora for machine translation
kobo360,Kobo360,NA,NGA,SSA,2017,scaleup,private_vc,for_profit,active,NA,trade_logistics,iot_telemetry,device_passive,vehicle,real_time,multi_region,4,supply_chain|mobility_location,NA,none,contractual_third_party,subscription,commercial_only,B,Freight platform generating trip and cargo telemetry across West Africa
lori_systems,Lori Systems,NA,KEN,SSA,2016,scaleup,private_vc,for_profit,active,NA,trade_logistics,iot_telemetry,device_passive,vehicle,real_time,multi_region,8,supply_chain|mobility_location,NA,none,contractual_third_party,subscription,commercial_only,B,Haulage coordination across East and West African corridors
irsm_algeria,IRSM Institut de Recherche Sondages et Marketing,NA,DZA,MENA,NA,established,private_independent,for_profit,active,NA,field_agency,audience_measurement,face_to_face,individual,monthly,single_country,1,consumer_behavior|media_audience,public_opinion,direct,explicit_consent,project_commission,none,B,The main Algerian market and media research institute; founding year not published
cread_algeria,Centre de Recherche en Economie Appliquee pour le Developpement,NA,DZA,MENA,1985,established,state_linked,academic,active,NA,field_agency,survey_insights,face_to_face,household,episodic,single_country,1,labor_employment|public_opinion,education,direct,explicit_consent,project_commission,researcher_restricted,C,Algiers public research centre running household and labour surveys
optimar,Optimar Arastirma,NA,TUR,MENA,2013,scaleup,private_independent,for_profit,active,NA,field_agency,survey_insights,telephone,individual,monthly,single_country,1,public_opinion,consumer_behavior,direct,explicit_consent,project_commission,none,B,Among the closest forecasters of the 2023 Turkish presidential result
orc_arastirma,ORC Arastirma,NA,TUR,MENA,1996,established,private_independent,for_profit,active,NA,field_agency,survey_insights,telephone,individual,monthly,single_country,1,public_opinion,NA,direct,explicit_consent,project_commission,none,C,Turkish polling company publishing regular national surveys
avrasya_arastirma,Avrasya Arastirma,NA,TUR,MENA,2013,scaleup,private_independent,for_profit,active,NA,field_agency,NA,telephone,individual,monthly,single_country,1,public_opinion,NA,direct,explicit_consent,project_commission,none,C,Owned by Kemal Ozkiraz; publishes frequent political polling
genar,GENAR Arastirma,NA,TUR,MENA,1996,established,private_independent,for_profit,active,NA,field_agency,survey_insights,telephone,individual,monthly,single_country,1,public_opinion,consumer_behavior,direct,explicit_consent,project_commission,none,C,Owned by Ihsan Aktas; government-aligned in Turkish commentary
yoneylem,Yoneylem Arastirma,NA,TUR,MENA,2018,scaleup,private_independent,for_profit,active,NA,field_agency,NA,telephone,individual,monthly,single_country,1,public_opinion,NA,direct,explicit_consent,project_commission,none,C,Ankara polling company
sonar_arastirma,SONAR Arastirma,NA,TUR,MENA,1994,established,private_independent,for_profit,active,NA,field_agency,NA,telephone,individual,monthly,single_country,1,public_opinion,NA,direct,explicit_consent,project_commission,none,C,One of the two closest forecasters of the 2023 Turkish election
gezici_arastirma,Gezici Arastirma,NA,TUR,MENA,2004,established,private_independent,for_profit,active,NA,field_agency,NA,face_to_face,individual,monthly,single_country,1,public_opinion,NA,direct,explicit_consent,project_commission,none,C,Turkish polling company known for face-to-face street sampling
mak_danismanlik,MAK Danismanlik,NA,TUR,MENA,2010,scaleup,private_independent,for_profit,active,NA,field_agency,NA,face_to_face,individual,monthly,single_country,1,public_opinion,NA,direct,explicit_consent,project_commission,none,C,Turkish research and consultancy firm publishing political surveys
piar_arastirma,PIAR Arastirma,NA,TUR,MENA,2017,scaleup,private_independent,for_profit,active,NA,field_agency,NA,telephone,individual,monthly,single_country,1,public_opinion,NA,direct,explicit_consent,project_commission,none,C,Turkish polling company
insider_tr,Insider,NA,TUR,MENA,2012,scaleup,private_vc,for_profit,active,NA,consumer_broker,web_data,device_passive,individual,real_time,global,25,consumer_behavior|web_content,NA,indirect,platform_terms,subscription,commercial_only,B,Istanbul-founded customer data platform assembling behavioural profiles for retailers
acrps_doha,Arab Center for Research and Policy Studies,NA,QAT,MENA,2010,established,nonprofit,nonprofit,active,NA,survey_insights,field_agency,face_to_face,individual,annual,multi_region,14,public_opinion,conflict_security,direct,explicit_consent,open_free,researcher_restricted,B,"Runs the Arab Opinion Index, the largest recurring public opinion survey in the Arab world"
sesri_qatar,Social and Economic Survey Research Institute,Qatar University,QAT,MENA,2008,established,academic,academic,active,NA,field_agency,survey_insights,face_to_face,household,annual,single_country,1,public_opinion|labor_employment,education|health_clinical,direct,explicit_consent,open_free,researcher_restricted,A,Established October 2008; runs Qatar's major national surveys and releases microdata to researchers
qcri,Qatar Computing Research Institute,Hamad Bin Khalifa University,QAT,MENA,2010,established,academic,academic,active,NA,ai_training_data,social_osint,web_scrape,document,episodic,multi_region,22,ai_labels|social_discourse,web_content,none,platform_terms,open_free,open,A,Founded by Qatar Foundation in 2010; builds Arabic language technology corpora and releases many openly
sdaia,Saudi Data and Artificial Intelligence Authority,NA,SAU,MENA,2019,scaleup,state_linked,governmental,active,NA,consumer_broker,ai_training_data,admin_records,individual,real_time,single_country,1,identity_biometric|firmographic,health_clinical,indirect,public_record,project_commission,none,A,Established by royal decree on 30 August 2019 as the sole authority for Saudi national data
elm_saudi,Elm,Public Investment Fund,SAU,MENA,1988,established,state_linked,for_profit,active,NA,identity_biometric,b2b_firmographic,api_partner,individual,real_time,single_country,1,identity_biometric|firmographic,legal_regulatory,direct,public_record,subscription,none,B,Operates Saudi government digital identity and verification services
saudi_space_agency,Saudi Space Agency,NA,SAU,MENA,2018,scaleup,state_linked,governmental,active,NA,earth_observation,NA,remote_sensing,area,weekly,single_country,1,earth_observation,infrastructure,none,not_applicable,project_commission,none,C,National space body; established as the Saudi Space Commission and renamed in 2023
simah,Saudi Credit Bureau SIMAH,NA,SAU,MENA,2002,established,private_independent,for_profit,active,NA,consumer_broker,b2b_firmographic,admin_records,individual,monthly,single_country,1,credit_risk|firmographic,NA,indirect,contractual_third_party,subscription,commercial_only,B,"The Saudi credit bureau, owned by the licensed banks"
derasat,Derasat Bahrain Center for Strategic International and Energy Studies,NA,BHR,MENA,2009,established,state_linked,governmental,active,NA,survey_insights,field_agency,telephone,individual,episodic,single_country,1,public_opinion,energy_extractives,direct,explicit_consent,open_free,none,A,Created in 2009 by royal order; runs Bahrain's national opinion polling programme
cri_lebanon,Consultation and Research Institute,NA,LBN,MENA,1977,established,private_independent,for_profit,active,NA,field_agency,survey_insights,face_to_face,household,episodic,multi_region,6,labor_employment|public_opinion,housing_property,direct,explicit_consent,project_commission,none,C,Beirut research institute running household and labour force surveys for international agencies
infopro_lebanon,InfoPro Research,NA,LBN,MENA,1992,established,private_independent,for_profit,active,NA,b2b_firmographic,survey_insights,admin_records,firm,quarterly,multi_region,6,firmographic|prices_retail,NA,none,public_record,subscription,commercial_only,C,Beirut business information and market research group
albayan_iraq,Al-Bayan Center for Planning and Studies,NA,IRQ,MENA,2014,scaleup,nonprofit,nonprofit,active,NA,survey_insights,field_agency,face_to_face,individual,episodic,single_country,1,public_opinion,conflict_security,direct,explicit_consent,open_free,none,C,Baghdad policy institute publishing survey-based studies
mas_palestine,Palestine Economic Policy Research Institute MAS,NA,PSE,MENA,1994,established,nonprofit,nonprofit,active,NA,field_agency,survey_insights,face_to_face,household,quarterly,single_country,1,labor_employment|public_opinion,prices_retail,direct,explicit_consent,open_free,researcher_restricted,B,Ramallah institute running business and household surveys and publishing the results openly
altibbi,Altibbi,NA,JOR,MENA,2011,scaleup,private_vc,for_profit,active,NA,health_rwd,NA,mobile_app,patient,real_time,multi_region,8,health_clinical,NA,direct,explicit_consent,subscription,none,B,Arabic telehealth platform generating a large consented consultation record set
maqsam,Maqsam,NA,JOR,MENA,2015,scaleup,private_vc,for_profit,active,NA,ai_training_data,audience_measurement,api_partner,document,real_time,multi_region,10,ai_labels,consumer_behavior,indirect,contractual_third_party,api_license,commercial_only,C,Amman firm building Arabic speech recognition and call analytics from dialect audio
el_zanaty,El-Zanaty and Associates,NA,EGY,MENA,1990,established,private_independent,for_profit,active,NA,field_agency,survey_insights,face_to_face,household,episodic,single_country,1,health_clinical|public_opinion,labor_employment,direct,explicit_consent,project_commission,open,A,Implements the Egypt Demographic and Health Survey series for the Ministry of Health; seven full-scale rounds since 1988
i_score_egypt,I-Score,NA,EGY,MENA,2005,established,private_independent,for_profit,active,NA,consumer_broker,b2b_firmographic,admin_records,individual,monthly,single_country,1,credit_risk|firmographic,NA,indirect,contractual_third_party,subscription,commercial_only,B,"The Egyptian credit bureau, owned by a consortium of banks"
intella_ai,Intella,NA,EGY,MENA,2020,startup,private_vc,for_profit,active,NA,ai_training_data,NA,api_partner,document,real_time,multi_region,8,ai_labels,NA,indirect,contractual_third_party,api_license,commercial_only,B,Arabic speech to text built on dialect audio corpora; operates between Cairo and Riyadh
marocmetrie,Marocmetrie,NA,MAR,MENA,2006,established,cooperative_jic,nonprofit,active,NA,audience_measurement,NA,device_passive,household,daily,single_country,1,media_audience,NA,direct,explicit_consent,subscription,none,B,Runs Moroccan television audience measurement under the CIAUMED joint industry arrangement
aarc_international,AARC International,NA,TUN,MENA,2007,scaleup,private_independent,for_profit,active,NA,field_agency,survey_insights,face_to_face,individual,monthly,multi_region,6,consumer_behavior|public_opinion,media_audience,direct,explicit_consent,project_commission,none,C,Tunis survey and market research institute working across North Africa
chifco,Chifco,NA,TUN,MENA,2011,scaleup,private_vc,for_profit,active,NA,iot_telemetry,distributed_sensing,sensor_hardware,device,real_time,multi_region,5,device_telemetry|energy_extractives,environment_climate,none,contractual_third_party,subscription,commercial_only,C,Tunisian industrial internet of things firm returning energy and utility telemetry
m42,M42,G42|Mubadala,ARE,MENA,2023,scaleup,state_linked,for_profit,active,NA,health_rwd,ai_training_data,clinical_records,patient,episodic,multi_region,8,health_clinical,ai_labels,direct,explicit_consent,project_commission,researcher_restricted,B,Runs the Emirati Genome Programme and one of the largest consented genomic collections outside the West
aecb,Al Etihad Credit Bureau,NA,ARE,MENA,2014,established,state_linked,governmental,active,NA,consumer_broker,b2b_firmographic,admin_records,individual,monthly,single_country,1,credit_risk|firmographic,NA,indirect,public_record,subscription,commercial_only,B,Federal UAE credit bureau established by law
derq,Derq,NA,ARE,MENA,2016,scaleup,private_vc,for_profit,active,NA,location_mobility,iot_telemetry,sensor_hardware,vehicle,real_time,multi_region,6,mobility_location|infrastructure,NA,none,not_applicable,subscription,commercial_only,C,Dubai firm turning roadside camera feeds into traffic conflict and near-miss data; an MIT spinout
israel_democracy_institute,Israel Democracy Institute,NA,ISR,MENA,1991,established,nonprofit,nonprofit,active,NA,survey_insights,field_agency,online_panel,individual,monthly,single_country,1,public_opinion,NA,direct,explicit_consent,open_free,open,B,Publishes the Israeli Voice Index and the annual Democracy Index with open toplines
zencity,Zencity,NA,ISR,MENA,2015,scaleup,private_vc,for_profit,active,NA,social_osint,survey_insights,web_scrape,place,daily,multi_region,3,social_discourse|public_opinion,NA,indirect,platform_terms,subscription,commercial_only,B,Aggregates resident feedback and local social discussion for city governments
cognyte,Cognyte,NA,ISR,MENA,2021,established,public_listed,for_profit,active,NA,social_osint,identity_biometric,web_scrape,document,real_time,global,100,social_discourse|conflict_security,identity_biometric,indirect,public_record,subscription,none,B,Investigative analytics spun out of Verint in 2021; sells to state security agencies
ahri_south_africa,Africa Health Research Institute,NA,ZAF,SSA,2000,established,nonprofit,nonprofit,active,NA,field_agency,health_rwd,face_to_face,individual,quarterly,single_country,1,health_clinical|migration_displacement,labor_employment,direct,explicit_consent,open_free,researcher_restricted,A,"Runs the uMkhanyakude surveillance platform in KwaZulu-Natal, established in 2000 as the Africa Centre Demographic Information System; data released through its own repository"
agincourt_wits,MRC Wits Agincourt Research Unit,University of the Witwatersrand,ZAF,SSA,1992,established,academic,academic,active,NA,field_agency,health_rwd,face_to_face,household,annual,single_country,1,health_clinical|migration_displacement,labor_employment,direct,explicit_consent,open_free,researcher_restricted,B,Health and socio-demographic surveillance in Bushbuckridge running annually since 1992
saprin,South African Population Research Infrastructure Network,South African Medical Research Council,ZAF,SSA,2016,scaleup,state_linked,governmental,active,NA,field_agency,health_rwd,face_to_face,household,annual,single_country,1,health_clinical|migration_displacement,labor_employment,direct,explicit_consent,open_free,researcher_restricted,B,"Links and standardises the AHRI, Agincourt and Dikgale surveillance sites, together covering over 250,000 people"
aphrc,African Population and Health Research Center,NA,KEN,SSA,2001,established,nonprofit,nonprofit,active,NA,field_agency,survey_insights,face_to_face,household,quarterly,multi_region,15,health_clinical|education,migration_displacement|labor_employment,direct,explicit_consent,open_free,researcher_restricted,A,"Runs the Nairobi Urban HDSS in Korogocho and Viwandani, operational since 2002, and publishes a microdata portal"
kemri_wellcome,KEMRI-Wellcome Trust Research Programme,NA,KEN,SSA,1989,established,academic,academic,active,NA,field_agency,health_rwd,face_to_face,individual,quarterly,single_country,1,health_clinical,migration_displacement,direct,explicit_consent,open_free,researcher_restricted,B,Runs the Kilifi Health and Demographic Surveillance System on the Kenyan coast
ifakara_health,Ifakara Health Institute,NA,TZA,SSA,1956,established,nonprofit,nonprofit,active,NA,field_agency,health_rwd,face_to_face,household,quarterly,single_country,1,health_clinical,environment_climate,direct,explicit_consent,open_free,researcher_restricted,B,Began in 1956 as a Swiss field laboratory and became an independent Tanzanian institute; runs the Ifakara and Rufiji surveillance sites
manhica_cisim,Centro de Investigacao em Saude de Manhica,NA,MOZ,SSA,1996,established,nonprofit,nonprofit,active,NA,field_agency,health_rwd,face_to_face,household,quarterly,single_country,1,health_clinical,migration_displacement,direct,explicit_consent,open_free,researcher_restricted,B,Mozambique's principal health research centre and demographic surveillance site
mrc_gambia,MRC Unit The Gambia at LSHTM,London School of Hygiene and Tropical Medicine,GMB,SSA,1947,established,academic,academic,active,NA,field_agency,health_rwd,face_to_face,household,quarterly,single_country,1,health_clinical,NA,direct,explicit_consent,open_free,researcher_restricted,B,The oldest continuous population health research operation in West Africa; runs the Farafenni and Basse surveillance systems
navrongo_hrc,Navrongo Health Research Centre,Ghana Health Service,GHA,SSA,1988,established,state_linked,governmental,active,NA,field_agency,health_rwd,face_to_face,household,quarterly,single_country,1,health_clinical,migration_displacement,direct,explicit_consent,open_free,researcher_restricted,B,"Runs the Navrongo HDSS in northern Ghana, the site of the Navrongo Community Health and Family Planning Project"
rakai_health,Rakai Health Sciences Program,NA,UGA,SSA,1988,established,nonprofit,nonprofit,active,NA,field_agency,health_rwd,face_to_face,individual,annual,single_country,1,health_clinical,migration_displacement,direct,explicit_consent,open_free,researcher_restricted,B,The Rakai Community Cohort Study is one of the longest running HIV cohorts in the world
malawi_liverpool_wellcome,Malawi-Liverpool-Wellcome Programme,NA,MWI,SSA,1995,established,academic,academic,active,NA,field_agency,health_rwd,clinical_records,patient,quarterly,single_country,1,health_clinical,NA,direct,explicit_consent,open_free,researcher_restricted,C,Clinical and population health research in Blantyre with long-running surveillance
cidrz,Centre for Infectious Disease Research in Zambia,NA,ZMB,SSA,2001,established,nonprofit,nonprofit,active,NA,field_agency,health_rwd,clinical_records,patient,monthly,single_country,1,health_clinical,NA,direct,explicit_consent,project_commission,researcher_restricted,C,Runs large clinical cohorts and health system data collection across Zambia
kersa_hdss,Kersa Health and Demographic Surveillance System,Haramaya University,ETH,SSA,2007,scaleup,academic,academic,active,NA,field_agency,health_rwd,face_to_face,household,quarterly,single_country,1,health_clinical|migration_displacement,NA,direct,explicit_consent,open_free,researcher_restricted,C,Eastern Ethiopian surveillance site run by Haramaya University
nouna_crsn,Centre de Recherche en Sante de Nouna,NA,BFA,SSA,1992,established,state_linked,governmental,active,NA,field_agency,health_rwd,face_to_face,household,quarterly,single_country,1,health_clinical|environment_climate,NA,direct,explicit_consent,open_free,researcher_restricted,C,Burkinabe surveillance site with a long climate and health record
indepth_network,INDEPTH Network,NA,GHA,SSA,1998,established,nonprofit,nonprofit,wound_down,2021,field_agency,health_rwd,face_to_face,individual,annual,multi_region,20,health_clinical|migration_displacement,NA,direct,explicit_consent,open_free,open,A,Coordinated close to fifty surveillance sites and ran a shared data repository; its influence waned after governance disputes from 2018 and its disappearance prompted the creation of the African Population Cohorts Consortium
apcc,African Population Cohorts Consortium,Science for Africa Foundation,KEN,SSA,2024,startup,nonprofit,nonprofit,active,NA,field_agency,health_rwd,face_to_face,individual,annual,multi_region,16,health_clinical,migration_displacement|environment_climate,direct,explicit_consent,open_free,researcher_restricted,A,Launched in Cape Town in May 2024 with more than 40 cohorts from 16 countries endorsing its blueprint; secretariat funded by a 4 million pound Wellcome investment
h3africa,H3Africa,NA,ZAF,SSA,2010,established,nonprofit,nonprofit,active,NA,health_rwd,ai_training_data,clinical_records,individual,episodic,multi_region,30,health_clinical,NA,direct,explicit_consent,open_free,researcher_restricted,B,Human Heredity and Health in Africa; built African genomic and biospecimen collections with a managed access archive
hsrc,Human Sciences Research Council,NA,ZAF,SSA,1968,established,state_linked,governmental,active,NA,field_agency,survey_insights,face_to_face,individual,annual,single_country,1,public_opinion|health_clinical,labor_employment|education,direct,explicit_consent,open_free,open,B,Runs the South African Social Attitudes Survey and the national HIV prevalence surveys; deposits microdata publicly
saldru,Southern Africa Labour and Development Research Unit,University of Cape Town,ZAF,SSA,1975,established,academic,academic,active,NA,panel_sample,field_agency,face_to_face,household,annual,single_country,1,labor_employment|housing_property,health_clinical|education,direct,explicit_consent,open_free,open,B,"Runs the National Income Dynamics Study, South Africa's national household panel"
datafirst,DataFirst,University of Cape Town,ZAF,SSA,2001,established,academic,academic,active,NA,collection_software,panel_sample,admin_records,document,annual,multi_region,20,labor_employment|public_opinion,health_clinical|education,none,not_applicable,open_free,researcher_restricted,C,African microdata service curating and releasing survey and census data from across the continent
isser_ghana,Institute of Statistical Social and Economic Research,University of Ghana,GHA,SSA,1962,established,academic,academic,active,NA,panel_sample,field_agency,face_to_face,household,annual,single_country,1,labor_employment|education,health_clinical|prices_retail,direct,explicit_consent,open_free,open,A,Runs the Ghana Socioeconomic Panel Survey with Yale and Northwestern; four waves since 2009 released through its own data portal
eprc_uganda,Economic Policy Research Centre,Makerere University,UGA,SSA,1993,established,academic,academic,active,NA,field_agency,survey_insights,face_to_face,household,annual,single_country,1,labor_employment|prices_retail,public_opinion,direct,explicit_consent,project_commission,researcher_restricted,C,Kampala policy institute running household and enterprise surveys
esrf_tanzania,Economic and Social Research Foundation,NA,TZA,SSA,1994,established,nonprofit,nonprofit,active,NA,field_agency,survey_insights,face_to_face,household,episodic,single_country,1,labor_employment|public_opinion,prices_retail,direct,explicit_consent,project_commission,none,C,Dar es Salaam policy research foundation running national surveys
csea_nigeria,Centre for the Study of the Economies of Africa,NA,NGA,SSA,2007,scaleup,nonprofit,nonprofit,active,NA,field_agency,survey_insights,face_to_face,firm,quarterly,single_country,1,firmographic|labor_employment,prices_retail,direct,explicit_consent,open_free,none,C,Abuja economic research centre running business and household surveys
pesacheck,PesaCheck,Code for Africa,KEN,SSA,2016,scaleup,nonprofit,nonprofit,active,NA,social_osint,NA,web_scrape,document,daily,multi_region,12,social_discourse|public_opinion,NA,indirect,public_record,open_free,open,B,East and Horn of Africa fact-checking initiative publishing a verified claims archive
freshly_ground_insights,Freshly Ground Insights,NA,ZAF,SSA,2012,scaleup,private_independent,for_profit,active,NA,panel_sample,survey_insights,online_panel,individual,episodic,single_country,1,consumer_behavior|public_opinion,NA,direct,explicit_consent,panel_rental,none,C,South African online research panel
columinate,Columinate,NA,ZAF,SSA,2007,established,private_independent,for_profit,active,NA,survey_insights,panel_sample,online_panel,individual,monthly,single_country,1,consumer_behavior|public_opinion,media_audience,direct,explicit_consent,project_commission,none,C,South African digital research agency
persian_cohort,PERSIAN Cohort,Iran Ministry of Health and Medical Education,IRN,MENA,2014,established,state_linked,governmental,active,NA,health_rwd,panel_sample,face_to_face,individual,episodic,single_country,1,health_clinical,environment_climate,direct,explicit_consent,project_commission,researcher_restricted,A,"Prospective Epidemiological Research Studies in Iran; adult, birth, youth and elderly components across 22 regions with a 200,000 participant target and a national biobank"
golestan_cohort,Golestan Cohort Study,Tehran University of Medical Sciences,IRN,MENA,2004,established,academic,academic,active,NA,health_rwd,NA,face_to_face,individual,annual,single_country,1,health_clinical,NA,direct,explicit_consent,project_commission,researcher_restricted,B,"50,000 participants in northern Iran, built with IARC and the US National Cancer Institute; the design template for the PERSIAN biobank"
qatar_biobank,Qatar Biobank,Qatar Foundation,QAT,MENA,2012,established,state_linked,governmental,active,NA,health_rwd,NA,clinical_records,individual,episodic,single_country,1,health_clinical,NA,direct,explicit_consent,project_commission,researcher_restricted,B,"National population cohort collecting clinical, imaging and genomic data from Qatari nationals and long-term residents"
moroccan_genome,Moroccan Genome Project,NA,MAR,MENA,2022,startup,state_linked,governmental,active,NA,health_rwd,ai_training_data,clinical_records,individual,episodic,single_country,1,health_clinical,NA,direct,explicit_consent,project_commission,researcher_restricted,C,National genome sequencing programme building a North African reference panel
iprocure,iProcure,NA,KEN,SSA,2012,scaleup,private_vc,for_profit,insolvent,2024,retail_pricing,field_agency,mobile_app,transaction,daily,multi_region,3,prices_retail|agriculture,supply_chain,none,contractual_third_party,subscription,commercial_only,A,Agrodealer distribution and demand data; placed under KPMG administration on 26 April 2024 after 17.2 million dollars raised
sendy,Sendy,NA,KEN,SSA,2015,scaleup,private_vc,for_profit,insolvent,2023,trade_logistics,iot_telemetry,device_passive,vehicle,real_time,multi_region,4,supply_chain|mobility_location,NA,none,contractual_third_party,subscription,commercial_only,B,East African freight platform generating trip telemetry; entered administration in 2023
wefarm,WeFarm,NA,GBR,WEU,2015,scaleup,private_vc,for_profit,wound_down,2024,crowd_micro,field_agency,crowd_task,individual,daily,multi_region,3,agriculture|prices_retail,NA,direct,platform_terms,subscription,commercial_only,B,"Farmer-to-farmer SMS knowledge network in Kenya and Uganda; closed after failing to raise, having taken about 32 million dollars"
afristat,AFRISTAT,NA,MLI,SSA,1993,established,state_linked,governmental,active,NA,collection_software,survey_insights,admin_records,document,annual,multi_region,22,labor_employment|prices_retail,firmographic,none,not_applicable,open_free,open,A,"Economic and Statistical Observatory for Sub-Saharan Africa, created 21 September 1993 by the Franc Zone states; harmonises methods and releases data for 22 members"
statafric,STATAFRIC,African Union,TUN,MENA,2013,established,state_linked,governmental,active,NA,collection_software,survey_insights,admin_records,document,annual,multi_region,55,labor_employment|firmographic,health_clinical|education,none,not_applicable,open_free,open,A,"African Union Institute for Statistics, created January 2013 and headquartered in Tunis; harmonises the continental statistical system"
afdb_statistics,African Development Bank Statistics Department,African Development Bank,CIV,SSA,1964,established,state_linked,governmental,active,NA,collection_software,b2b_firmographic,admin_records,document,annual,multi_region,54,labor_employment|firmographic,prices_retail|infrastructure,none,not_applicable,open_free,open,B,"Runs the Africa Information Highway, the continent's largest open statistical data platform"
sanbi,South African National Biodiversity Institute,NA,ZAF,SSA,2004,established,state_linked,governmental,active,NA,distributed_sensing,earth_observation,environmental_sample,area,annual,single_country,1,biodiversity|environment_climate,NA,none,not_applicable,open_free,open,A,Established 1 September 2004; runs South Africa's national biodiversity monitoring and releases occurrence data openly
africas_talking,Africas Talking,NA,KEN,SSA,2010,scaleup,private_vc,for_profit,active,NA,telecom_data,collection_software,telecom_network,transaction,real_time,multi_region,20,device_telemetry|financial_transactions,NA,indirect,contractual_third_party,api_license,commercial_only,B,Communications API across African mobile networks; the message and USSD traffic it carries is the data asset
onafriq,Onafriq,NA,MUS,SSA,2010,established,private_vc,for_profit,active,NA,financial_altdata,telecom_data,transaction,transaction,real_time,multi_region,40,financial_transactions,NA,indirect,contractual_third_party,api_license,commercial_only,B,Formerly MFS Africa; clears payments across African mobile money networks and holds the resulting flow data
cellulant,Cellulant,NA,KEN,SSA,2003,established,private_vc,for_profit,active,NA,financial_altdata,NA,transaction,transaction,real_time,multi_region,18,financial_transactions,agriculture,indirect,contractual_third_party,subscription,commercial_only,C,Pan-African payments platform with agricultural input subsidy programmes as a data source
codesria,CODESRIA,NA,SEN,SSA,1973,established,nonprofit,nonprofit,active,NA,survey_insights,field_agency,face_to_face,individual,episodic,multi_region,40,public_opinion|education,labor_employment,direct,explicit_consent,open_free,researcher_restricted,B,"Council for the Development of Social Science Research in Africa, Dakar; the continent's oldest social science research network"
aerc,African Economic Research Consortium,NA,KEN,SSA,1988,established,nonprofit,nonprofit,active,NA,survey_insights,field_agency,face_to_face,household,episodic,multi_region,30,labor_employment|prices_retail,education,direct,explicit_consent,open_free,researcher_restricted,B,Nairobi research and training network running collaborative household and firm studies across Africa
pasgr,Partnership for African Social and Governance Research,NA,KEN,SSA,2011,scaleup,nonprofit,nonprofit,active,NA,survey_insights,field_agency,face_to_face,household,episodic,multi_region,14,public_opinion|labor_employment,education,direct,explicit_consent,open_free,researcher_restricted,C,Nairobi network supporting governance and social policy research across East and West Africa
